id,article_title,article_language,journal_title,jounral_abbreviation,journal_issn,article_jvolumn,article_jissue,article_jcreated_at,article_pagination,author_list
9325,Children are pharmaco-therapeutic orphans.,eng,Pediatric allergy and immunology : official publication of the European Society of Pediatric Allergy and Immunology,Pediatr Allergy Immunol,1399-3038,21,2,1/10/03,249-50,"{""C K Naspitz"",""J O Warner""}"
294719,Prehospital hypertonic saline resuscitation attenuates the activation and promotes apoptosis of neutrophils in patients with severe traumatic brain injury.,eng,"Shock (Augusta, Ga.)",Shock,1540-0514,40,5,1/13/11,366-74,"{""David B Hoyt"",""Sandro B Rizoli"",""Andrew J Baker"",""Eileen M Bulger"",""Wolfgang G Junger"",""Joseph Cuschieri"",""Shawn G Rhind"",""Pang N Shek""}"
38130,Value of intravenous cholangiography prior to laparoscopic cholecystectomy,eng,,,,23,0,1/1/99,693-6; discussion 697 ST  - Value of intravenous cholangiography prior to laparoscopic cholecystectomy-,"{""S. Truong"",""K. H. Treutner"",""M. Jansen"",""C. Schraven"",""V. DA  - Jul DP  - NLM ET  - 1999/07/03 Schumpelick"",""J. Neuerburg""}"
455697,Systematic review of occupational engagement and health outcomes among community-dwelling older adults,,,,,0,0,,,{NULL}
518335,Fractional flow reserve for guiding PCI.,eng,The New England journal of medicine,N. Engl. J. Med.,1533-4406,360,19,7/9/05,2024; author reply 2026-7,"{""Somjot S Brar"",""William A Gray""}"
503528,Difference in postural control between patients with functional and mechanical ankle instability,eng,Foot Ankle Int,Foot & ankle international,1071-1007 (Print) 1071-1007,35,10,1/14/01,1068-1074,"{""S Y Chen"",""H Chen"",""H Y Li"",""J Zhang"",""Y H Hua""}"
503354,"Early ankle mobilization, Part I: The immediate effect on acute, lateral ankle sprains (a randomized clinical trial)",,Military Medicine,,,159,1,1/1/94,15-20,"{""J R Dettori"",""B D Pearson"",""C J Basmania"",""W M Lednar""}"
176844,Importance of Arsenic and pesticides in epidemic chronic kidney disease in Sri Lanka,,,,,15,0,1/14/01,,"{""C. Jayasumana"",""R. Gajanayake"",""S. Siribaddana""}"
820549,Chiropractic vertebral subluxations,English,Focus on Alternative and Complementary Therapies,,,15,1,1/10/01,13-14,"{""S. Homola""}"
250975,Effect of infliximab on the healing of intestinal anastomosis. An experimental study in rats.,eng,Int J Surg,"International journal of surgery (London, England)",1743-9159,12,9,1/14/01,969-75,"{""Konstantinos Nastos"",""Konstantinos Evangelou"",""Marilena Papaioannou"",""John Vlachogiannakos"",""Maria Gazouli"",""Apostolos Papalois"",""Christos Zeglinas"",""Ioannis Papaconstantinou"",""Panagis Lykoudis"",""Charalampos Tzathas"",""Anneza Yiallourou""}"
37173,How to appraise the effectiveness of treatment,,,,,27,0,1/11/01,525-531 ST  - How to appraise the effectiveness of treatment-,"{""Suzanne B. Stewart"",""Phillip Dahm"",""D DB  - rzh DO  - 10.4103/0970-1591.91446 DP  - EBSCOhost""}"
641251,Non-steroidal anti-inflammatory drugs and myocardial infarctions: comparative systematic review of evidence from observational studies and randomised controlled trials.,eng,Ann Rheum Dis,Annals of the rheumatic diseases,Mar-67,66,10,1/7/10,1296-304,"{""E H Choy"",""D L Scott"",""P A Scott"",""G H Kingsley"",""C M Smith""}"
302179,Using a social communication intervention to improve the social interactions and employment experiences of adolescents with high functioning autism spectrum disorders,English,,,,0,0,1/11/01,3224,"{""Beth Anne Clavenna-Deane""}"
627882,Is there evidence that barrier membranes prevent bone resorption in autologous bone grafts during the healing period? A systematic review.,eng,International Journal of Oral & Maxillofacial Implants,,0882-2786,22,3,1/7/05,390-8,"{""Ruud R M Bos"",""Gerry M Raghoebar"",""Pepijn F M Gielkens"",""Boudewijn Stegenga""}"
264151,"Recognizing, naming, and measuring a family intensive care unit syndrome",,,,,11,3,1/14/01,435-441,"{""D. R. Sullivan"",""G. Netzer""}"
711975,"Association of diet, exercise, and smoking modification with risk of early cardiovascular events after acute coronary syndromes.",,Circulation,Circulation,22-Sep,121,6,2/16/10,750-758 9p,"{""Yusuf S"",""Fox KA"",""Chow CK"",""Anand SS"",""Jolly S"",""Rao-Melacini P""}"
12554,Retrovirus-mediated WASP gene transfer corrects Wiskott-Aldrich syndrome T-cell dysfunction.,eng,Human gene therapy,Hum. Gene Ther.,1043-0342,13,9,10/2/06,1039-46,"{""G Jayashree Jagadeesh"",""David L Nelson"",""Taizo Wada"",""Fabio Candotti""}"
564924,Complication rate of endosonography (endobronchial and endoscopic ultrasound): a systematic review.,eng,Respiration; international review of thoracic diseases,Respiration,1423-0356,87,4,1/14/01,343-51,"{""A van Breda"",""M B von Bartheld"",""J T Annema""}"
364080,Comparison of serum and renal gentamicin concentrations with fractional urinary excretion tests as indicators of nephrotoxicity,eng,,,,11,4,1/1/88,330-7,"{""S. A. Brown"",""F. B. Garry""}"
727134,The Antiseptic Efficacy and Tolerability of Lavasept 0.04% on Acute Traumatic Wounds,,,,,0,0,1/10/01,,"{""NCT01153620 ""}"
356635,Determinants of arterial wall remodeling during lipid-lowering therapy: serial intravascular ultrasound observations from the Reversal of Atherosclerosis with Aggressive Lipid Lowering Therapy (REVERSAL) trial,,Circulation,Circulation,22-Sep,113,24,1/6/01,2826-34,"{""S. Lin"",""S. E. Nissen"",""K. Wolski"",""I. Sipahi"",""E. M. Tuzcu"",""S. J. Nicholls"",""T. Churchill"",""P. Schoenhagen"",""T. Crowe"",""C. Wang"",""A. Loyd"",""C. Apperson-Hansen"",""W. A. Magyar""}"
272721,Economic evaluation of inhaled nitric oxide in preterm infants undergoing mechanical ventilation,,Pediatrics,,,124,5,1/9/01,1325-1332,"{""A. M. Hibbs"",""D. M. Black"",""J. A. F. Zupancic"",""A. Cnaan"",""P. L. Ballard"",""S. R. Wadlinger"",""L. Palermo"",""W. E. Truog"",""R. A. Ballard""}"
979725,"The impact of emotional and social support on the quality of life, depression, and disability among us adults with chronic obstructive pulmonary disorder (COPD): A propensity score analysis",,Value in Health,,,18,3,1/15/01,A176,"{""R. Arabyat"",""D. W. Raisch""}"
470615,Can we improve the follow up of asthmatic patients with asthma educational program (PAMA)? [Abstract],,European respiratory journal,,,44,0,1/14/01,P3021,"{""Francitorra ME"",""Sanchez GS"",""Manrique CA"",""Velasco TT"",""Castany A R"",""Escriche XF"",""Fernndez CS"",""Fornell LL"",""lvarez S"",""Fernndez EA"",""Rodriguez MVF"",""Sim_ MR"",""Mayo EP""}"
71351,Differential dendritic cell-mediated activation and functions of invariant NKT-cell subsets in oral cancer.,ENG,Oral diseases,Oral Dis,1601-0825,-1,-1,3/22/14,,"{""Nk Shukla"",""Sn Das"",""P Gaur"",""Ak Singh""}"
793299,[Use of probiotics and prebiotics in infant formulas].,spa,Prediccion de la masa muscular apendicular esqueletica basado en mediciones antropometricas en Adultos Mayores Chilenos.,,1699-5198,31,-1,1/15/01,Jul-72,"{""Venancio Mart_nez Surez""}"
673560,[Postacute care].,spa,"Tratamiento antibiotico intravenoso domiciliario del absceso hepatico: seguridad, eficacia y factores pronosticos de reingreso hospitalario.",,0025-7753,143,1,7/14/07,29-33,"{""Margarita Admetlla Falgueras"",""Josep Fust Sugraes""}"
258181,Internet-delivered exposure and mindfulness based therapy for irritable bowel syndrome--a randomized controlled trial,English,,,,48,6,1/10/01,531-9,"{""Perjohan Lindfors"",""Liselotte Jansson"",""Brjann Ljotsson"",""Lisa Falk"",""Erik Hedman"",""Christian Ruck"",""Amanda Wibron Vesterlund"",""Sergej Andreewitch"",""Nils Lindefors"",""Gerhard Andersson"",""Timo Hursti""}"
11709,Sleep-related nighttime crying (yonaki) in Japan: a community-based study.,eng,Pediatrics,Pediatrics,1098-4275,115,1,1/5/01,217-24,"{""Michio Fukumizu"",""Marie J Hayes"",""Makiko Kaga"",""Jun Kohyama""}"
603381,WITHDRAWN: Zinc for the common cold.,eng,Cochrane Database Syst. Rev.,,1469-493X,-1,3,1/6/01,CD001364,"{""I Marshall""}"
570263,Successful treatment with a rituximab-based regimen of a splenic marginal zone lymphoma with villous lymphocytes in a very frail patient on maintenance dialysis.,eng,Cancer chemotherapy and pharmacology,Cancer Chemother. Pharmacol.,1432-0843,63,4,1/9/03,759-60,"{""Andrea Tendas"",""Paolo de Fabritiis"",""Marco Giovannini"",""Daniela Piccioni"",""Roberto Palumbo"",""Alessio Pio Perrotti"",""Luca Cupelli"",""Teresa Dentamaro"",""Laura Scaramucci"",""Pasquale Niscola""}"
395807,In this issue,,Japanese Journal of Clinical Oncology,,,40,7,1/10/01,,{NULL}
149836,Exercise-induced changes of the upper extremity in chronic stroke survivors,eng,,,,12,0,1/5/01,58-68 ST  - Exercise-induced changes of the upper extremity in chronic stroke survivors-,"{""P. Kluding"",""S. A. DA  - Winter DO  - 10.1310/let5-xnby-98q6-q8tg DP  - NLM ET  - 2005/03/01 Billinger""}"
813023,Respiratory syncytial virus prophylaxis: cost-effective analysis in Argentina (Structured abstract),,Pediatric Infectious Disease Journal,,,21,4,1/2/01,287-291,"{""G. Bauer"",""E. Laffaire"",""L. Bouzas"",""C. Gilli"",""L. Novali"",""S. P. Rodriguez"",""D. Farina"",""H. Gonzalez""}"
691035,Behaviour change interventions to promote prescribing of generic drugs: a rapid evidence synthesis and systematic review.,eng,Bmj Open,,2044-6055,4,5,1/14/01,e004623,"{""Thirimon Moe-Byrne"",""Duncan Chambers"",""Melissa Harden"",""Catriona McDaid""}"
801512,Sex differences in pain.,eng,The Behavioral and brain sciences,Behav Brain Sci,0140-525X,20,3,9/1/97,371-80; discussion 435-513,"{""K J Berkley""}"
121133,Preoperative radiotherapy for esophageal carcinoma,eng,,,,0,4,1/5/01,Cd001799,"{""M. Wang"",""G. Stewart"",""J. F. Tierney"",""G. Spilopoulos"",""W. Duncan"",""H. S. Hansen"",""Z. Rhugang"",""M. K. Parmar"",""A. Rousell"",""B. Launois"",""K. Nygaard"",""S. J. Arnott"",""M. Gignoux""}"
82486,Robotic surgery in gynecology.,eng,Archives of gynecology and obstetrics,Arch. Gynecol. Obstet.,1432-0711,289,1,1/14/01,6-May,"{""Axel Schindelhauer"",""Pauline Wimberger""}"
136032,Cost-utility analysis of osteopathy in primary care: results from a pragmatic randomized controlled trial,eng,,,,21,0,1/4/01,643-50 ST  - Cost-utility analysis of osteopathy in primary care: results from a pragmatic randomized controlled trial-,"{""D. Russell"",""P. Linck"",""R. Hibbs"",""I. Russell"",""R. Muntz"",""N. H. Williams"",""B. C1  - Frn RCT-s_kningen CN  - Pubmed DA  - Dec DO  - 10.1093/fampra/cmh612 DP  - NLM ET  - 2004/11/09 Hounsome"",""R. T. Edwards"",""C. Wilkinson""}"
131606,The cost of depression-complicated alcoholism: health-care utilization and treatment effectiveness,eng,,,,20,0,1/1/93,138-52 ST  - The cost of depression-complicated alcoholism: health-care utilization and treatment effectiveness-,"{""E. M. CN  - PubMed DA  - Summer DP  - NLM ET  - 1993/07/01 Bohlig"",""J. A. Scott-Lennox"",""R. D. Lennox""}"
448384,Are birth kits a good idea? A systematic review of the evidence.,,,,,0,0,,,{NULL}
57286,Differential functional connectivity within an emotion regulation neural network among individuals resilient and susceptible to the depressogenic effects of early life stress.,eng,Psychological medicine,Psychol Med,1469-8978,43,3,1/13/03,507-18,"{""J M Cisler"",""T Mletzko"",""C D Kilts"",""S Tripathi"",""G A James"",""X P Hu"",""C Heim"",""C B Nemeroff"",""H S Mayberg""}"
622636,Nurturing students' interest in primary care research through summer training in meta-analysis.,eng,Academic Medicine: Journal Of The Association Of American Medical Colleges,,1040-2446,76,5,1/1/05,526,"{""L N Meurer""}"
107979,Obesity from cradle to grave.,eng,Nepal Medical College journal : NMCJ,Nepal Med Coll J,,27,6,1/3/06,722-7,"{""T Forsn"",""J Eriksson"",""C Osmond"",""D Barker""}"
252990,Effects on prolongation of Bazett__s corrected QT interval of seven second-generation antipsychotics in the treatment of schizophrenia: A meta-analysis,,Journal of Psychopharmacology,,,25,5,1/11/01,646-666,"{""Albert K. K. Chung"",""Siew-eng Chua""}"
861475,Cost-effectiveness of pharmacological and psychosocial interventions for schizophrenia (Structured abstract),,Cost Effectiveness and Resource Allocation,,1478-7547 (electronic),9,1,1/11/01,,"{""P. Phanthunane"",""M. Bertram"",""H. Whiteford"",""T. Vos""}"
503159,Sports injuries of the ankle. [Japanese],,Nippon Seikeigeka Gakkai zasshi,,,63,1,1/1/89,146-160,"{""E Fujimaki""}"
325081,,,"Basic Rights: Subsistence, Affluence and U.S. Foreign Policy",,,0,0,1/1/96,,"{""H. Shue""}"
399134,Chronic heart failure: Current guideline recommendations and innovations. [German],German,,,,56,7,1/15/01,791-802,"{""S. Ewen"",""F. Mahfoud"",""M. Bohm""}"
315951,[Procalcitonin as an early marker of sepsis],,,,,55,6,1/6/01,650-4,"{""O. Thuemer"",""S. G. Sakka"",""E. Huttemann""}"
98479,"The ROX coupler: Creation of a fixed iliofemoral arteriovenous anastomosis for the treatment of systemic arterial hypertension, exploiting the physical properties of the arterial vasculature.",ENG,Catheterization and cardiovascular interventions : official journal of the Society for Cardiac Angiography & Interventions,Catheter Cardiovasc Interv,1522-726X,-1,-1,10/24/14,,"{""Adam Witkowski"",""Ajay K Jain"",""Ivan Casserly"",""David E Kandzari"",""David Deaton"",""Paul A Sobotka"",""John P Foran"",""Krishna J Rocha-Singh"",""Barry T Katzen"",""Peter Balmforth""}"
673307,Downregulated E-cadherin expression indicates worse prognosis in Asian patients with colorectal cancer: evidence from meta-analysis.,eng,PLoS One,PloS one,1932-6203,8,7,1/13/01,e70858,"{""Zhigang Chen"",""Minyue Jia"",""Xiaoying Zhao"",""Xin He""}"
730754,Preoperative administration of tramadol continuous infusion reduces postoperative morphine requirements in patients undergoing surgery following femur fracture,English; ABSTRACT LANGUAGE:English,Pain practice,,,0,0,1/9/01,153,"{""Anastasiou M"",""Tzortzopoulou A"",""Emexidis T"",""Koudouna E"",""Pouliou A"",""Vasilas N""}"
953002,A re-appraisal of screening for colour vision impairments,,"Child: Care, Health & Development",,0305-1862,23,5,1/1/97,391-398,"{""D. M. B. Hall"",""E. Holroyd""}"
246067,Comparison of different distal radius dorsal and volar fracture fixation plates: a biomechanical study,eng,J Hand Surg Am,The Journal of hand surgery,0363-5023,28,1,1/3/01,94-104,"{""M. A. Shah"",""S. F. Viegas"",""R. P. Morris"",""R. M. Patterson"",""D. Osada""}"
161814,Polycystic ovary syndrome (PCOS) and other androgen excess-related conditions: can changes in dietary intake make a difference?,eng,,,,23,0,1/8/01,63-71 ST  - Polycystic ovary syndrome (PCOS) and other androgen excess-related conditions: can changes in dietary intake make a difference?-,"{""A. Sengupta"",""D. DA  - Feb DO  - 23/1/63 [pii] DP  - Nlm ET  - 2008/01/22 Karsies"",""G. U. Liepa""}"
8529,"Maternal use of folic acid supplements during pregnancy, and childhood respiratory health and atopy.",eng,The European respiratory journal,Eur. Respir. J.,1399-3003,39,6,1/12/06,1468-74,"{""Gerard H Koppelman"",""Johan C de Jongste"",""Liset E M Elstgeest"",""Henri_tte A Smit"",""Ulrike Gehring"",""Annemien Haveman-Nies"",""Marjan Kerkhof"",""Marga B M Bekkers"",""Alet H Wijga"",""Salome Scholtens""}"
198813,Shedding health risks with bariatric weight loss surgery,,,,,39,0,1/9/01,34-41 ST  - Shedding health risks with bariatric weight loss surgery-,"{""S. G. DB  - c8h DO  - 10.1097/01.NURSE.0000343454.35505.5a DP  - EBSCOhost Camden""}"
535901,Historical misrepresentation in science: the case of fetal alcohol syndrome,eng,Sci Eng Ethics,Science and engineering ethics,1353-3452 (Print)     1353-3452,4,4,1/1/98,427-35,"{""S. N. Pennington"",""I. A. Shibley""}"
15325,Effects of different antihypertensive drugs on plasma fibrinogen in hypertensive patients.,,British journal of clinical pharmacology,Br J Clin Pharmacol,0306-5251,39,5,1/1/95,471-6,"{""G Villa"",""A Zoppi"",""G D Malamani"",""G Marasi"",""A Vanasia"",""R Fogari""}"
162189,"Significantly higher adrenocorticotropin-stimulated cortisol and 17-hydroxyprogesterone levels in 337 consecutive, premenopausal, caucasian, hirsute patients compared with healthy controls",eng,,,,90,0,1/5/01,"1347-53 ST  - Significantly higher adrenocorticotropin-stimulated cortisol and 17-hydroxyprogesterone levels in 337 consecutive, premenopausal, caucasian, hirsute patients compared with healthy controls-","{""C. Hagen"",""K. Brusgaard"",""M. DA  - Mar DO  - jc.2004-1214 [pii] 10.1210/jc.2004-1214 [doi] DP  - Nlm ET  - 2004/12/16 Andersen"",""A. P. Hermann"",""J. Hangaard"",""D. Glintborg""}"
434500,Too little but not too late: results of a literature review to improve routine immunization programs in developing countries,,,,,0,0,,,{NULL}
197174,Outcomes among patients with end-stage liver disease who are coinfected with HIV and hepatitis C virus.,eng,Clinical infectious diseases : an official publication of the Infectious Diseases Society of America,Clin. Infect. Dis.,1537-6591,41,-1,1/5/07,S50-5,"{""Norah J Shire"",""Guy W Neff"",""Steven M Rudich""}"
6786,Phase II study to evaluate the safety and efficacy of the oral neurokinin-1 receptor antagonist casopitant (GW679769) administered with ondansetron for the prevention of postoperative and postdischarge nausea and vomiting in high-risk patients,,Anesthesiology,,22-Mar,113,1,1/10/01,74-82,"{""Demetrios J. Kutsogiannis"",""Neil K. Singla"",""Frances Chung"",""Stephen R. Lane"",""Jeremey Levin"",""Joseph V.J. Pergolizzi"",""Brendan Johnson"",""Linda Blackburn"",""Sonia K. Singla""}"
309274,Factors Predicting Success and Failure for Cervical Facet Radiofrequency Denervation: A Multi-Center Analysis,,,,,32,6,1/7/11,495-503,"{""Steven P. Cohen"",""Giselle McKnight"",""Kayode A. Williams"",""Joshua Stream"",""Zahid H. Bajwa"",""Jan J. Kraemer"",""Robert W. Hurley"",""Anthony Dragovich"",""Anthony Sireci""}"
672671,Mediterranean diet and metabolic syndrome: an updated systematic review.,eng,Reviews in endocrine & metabolic disorders,Rev Endocr Metab Disord,1573-2606,14,3,1/13/09,255-63,"{""Demosthenes B Panagiotakos"",""Katherine Esposito"",""Christina-Maria Kastorini"",""Dario Giugliano""}"
819735,Immunotherapy for autoimmune autonomic ganglionopathy,English,Autonomic Neuroscience: Basic and Clinical,Auton.Neurosc.Basic Clin.,1566-0702,146,1,1/9/01,22-25,"{""S. Vernino"",""P.A. Low"",""P. Sandroni"",""K. Kimpinski"",""V. Iodice""}"
21599,Challenges in deactivating a total artificial heart for a patient with capacity.,eng,Chest,Chest,1931-3543,145,3,1/14/03,625-31,"{""Erik E Suarez"",""Bridget N Fahy"",""Brian A Bruckner"",""Courtenay R Bruce"",""Nathan G Allen"",""Harvey L Gordon""}"
980682,Readmissions after hospital discharge with acute exacerbation of COPD: are we missing something?,,Hospital practice (1995),,,42,2,1/14/01,58-69,"{""W. Sexauer"",""M. S. Kavuru"",""U. Vaid"",""K. Gaurav""}"
547657,Read with Me! Examining the Effects of a Community Volunteer Reading Program on Preschoolers' Literacy Skills,,ProQuest LLC,,978-1-2673-2110-7,0,0,1/12/01,,"{""Cynthia J. Carson""}"
682676,Efficacy of continuation/maintenance electroconvulsive therapy for the prevention of recurrence of a major depressive episode in adults with unipolar depression: a systematic review.,eng,The journal of ECT,J ECT,1533-4112,30,3,1/14/09,195-202,"{""How Lee"",""Greta G Cummings"",""Daniel Scott"",""E Denise Brown""}"
820238,"Autonomic activity, pain, and perceived health in patients on sick leave due to stress-related illnesses",English,Integrative Physiological and Behavioral Science,Integr. Physiol. Behav. Sci.,1053881X (ISSN),40,1,1/5/01,16-Mar,"{""M. Heiden"",""E. Lyskov"",""M. Barnekow-Bergkvist"",""M. Nakata""}"
82540,"Body mass index and socioeconomic status measured in adolescence, country of origin, and the incidence of gastroesophageal adenocarcinoma in a cohort of 1 million men.",eng,Cancer,Cancer,1097-0142,119,23,1/13/12,4086-93,"{""Estela Derazne"",""Jeremy D Kark"",""Yaron Niv"",""Lital Keinan-Boker"",""Ari Shamiss"",""Irena Liphshitz"",""Arnon Afek"",""Dorit Tzur"",""Moshe Furman"",""Zohar Levi""}"
776189,Galphai generates multiple Pins activation states to link cortical polarity and spindle orientation in Drosophila neuroblasts,English,Proceedings of the National Academy of Sciences of the United States of America,Proc.Natl.Acad.Sci.U.S.A.,0027-8424,104,36,1/7/01,14306-14311,"{""R. W. Nipper"",""C. Q. Doe"",""K. E. Prehoda"",""K. H. Siller"",""N. R. Smith""}"
422951,Exposure to second-hand smoke and the risk of tuberculosis in children and adults: a systematic review and meta-analysis of 18 observational studies.,eng,PLoS medicine,,,12,6,1/15/06,e1001835; discussion e1001835-e1001835; discussion e1001835,"{""Mehak Bhatia"",""Shaun K Morris"",""Prabhat Jha"",""Wilson Suraweera"",""Jayadeep Patra"",""Cyril Patra"",""Prakash C Gupta""}"
228622,"Disordered eating, acculturation, and treatment-seeking in a community sample of Hispanic, Asian, Black, and White women",English,Psychology of Women Quarterly,,"0361-6843, Print 1471-6402, Electronic",24,3,1/1/00,244-233,"{""Ruth H. Striegel-Moore"",""Emilia Barzegarnazari"",""Fary M. Cachelin"",""Catherine Veisel""}"
514759,Semi-automated scoring of pulmonary emphysema from X-ray CT: trainee reproducibility and accuracy.,eng,European journal of radiology,Eur J Radiol,1872-7727,82,11,1/13/11,e734-41,"{""Roya Etemad-Rezai"",""Amir M Owrangi"",""Nabil Hussain"",""Jack Chiu"",""Andrew Lu"",""Brandon Entwistle"",""Grace Parraga""}"
26216,The choice of whether to participate in a phase I clinical trial: increasing the awareness of patients with cancer. An exploratory study.,eng,Psycho-oncology,Psychooncology,1099-1611,23,3,1/14/03,322-9,"{""G Spitaleri"",""L Adamoli"",""F Vecchio"",""F de Braud"",""C Catania"",""A Delmonte"",""F Toffalorio"",""T De Pas"",""C Noberasco"",""D Radice"",""A Goldhirsch""}"
164517,Study of high- and low-current-configuration homes from the 1988 Denver Childhood Cancer Study,,Bioelectromagnetics,Bioelectromagnetics,1521-186X,23,3,1/2/01,177-88,"{""T. Dovan"",""R. R. Neutra"",""D. A. Savitz"",""R. I. Kavet""}"
973603,Health services research methods: a guide to best practice,,,,,0,0,1/1/98,,"{""N Black  Brazier, J. & Fitzpatrick, R.""}"
345575,Transapical aortic valve implantation in 175 consecutive patients: excellent outcome in very high-risk patients.,eng,Journal of the American College of Cardiology,J. Am. Coll. Cardiol.,1558-3597,56,10,8/31/10,813-20,"{""Tom Gromann"",""Roland Hetzer"",""Alexander Mladenow"",""Thorsten Drews"",""Semih Buz"",""Axel Unbehaun"",""Stephan Dreysse"",""Miralem Pasic"",""Marian Kukucka""}"
304082,An evaluation of ultrasound imaging for identification of lumbar intervertebral level.,eng,Anaesthesia,Anaesthesia,9-Mar,57,3,1/2/03,277-80,"{""M P Reilly"",""S Kuchi"",""G Furness""}"
33728,Branching enzyme deficiency: expanding the clinical spectrum.,eng,JAMA neurology,JAMA Neurol,2168-6157,71,1,1/14/01,Jul-41,"{""Salvatore Dimauro"",""Carolina Ionete"",""Hasan O Akman"",""Carmen Paradas"",""David E Jones"",""Michio Hirano"",""Peter N Riskind"",""Thomas W Smith"",""Heather Lau""}"
109595,[Blood insulin values after the oral glucose tolerance test (OGTT) and the body composition in 30 obese children].,ita,La Pediatria medica e chirurgica : Medical and surgical pediatrics,Pediatr Med Chir,0391-5387,16,5,9/1/94,471-3,"{""A Luciano"",""G Zoppi""}"
772026,Study: Edoxaban safer alternative to warfarin for Afib patients,,Drug Topics,,,0,0,,,"{""Lowery M.""}"
424870,Budesonide/formoterol in a single inhaler sustains lung function improvements in COPD [Abstract],,European respiratory journal,,,22,0,1/3/01,P435,"{""Thompson NC"",""Calverley PMA"",""Olsson H""}"
904168,"Can moxibustion, an ancient treatment modality, be evaluated in a double-blind randomized controlled trial? - A narrative review",,J. Chin. Integr. Med.,,1672-1977,12,3,,131-134,"{""Zhao B.-X."",""Lao L."",""Shen X.-Y."",""Chen H.-Y.""}"
916713,"Amitriptyline, minocycline and maropitant reduce the sevoflurane minimum alveolar concentration and potentiate remifentanil but do not prevent acute opioid tolerance and hyperalgesia in the rat: a randomised laboratory study.",eng,European Journal Of Anaesthesiology,Eur J Anaesthesiol,1365-2346,32,4,1/15/04,248-54,"{""Delia Aguado"",""Javier Benito"",""Ignacio A G_mez de Segura"",""Mariana Abreu"",""Javier Garc_a-Fernndez""}"
819804,SUNCT syndrome: VIII. Pupillary reaction and corneal sensitivity,English,Functional Neurology,,0393-5264,8,6,1/1/93,409-414,"{""J.-M. Zhao"",""O. Sjaastad""}"
892141,Competencies for undergraduate community-based education for the health professions - A systematic review.,,Medical Teacher,,"1466-187X, Electronic 0142-159X, Print",34,9,1/12/09,733-743,"{""Albert J.J.A.2 Scherpbier"",""Zahra1 Ladhani"",""Fred C.J.2 Stevens""}"
409335,"Efficacy, immunogenicity, and safety of a pentavalent human-bovine (WC3) reassortant rotavirus vaccine at the end of shelf life",,Pediatrics,,,119,1,,18-Nov,"{""Goveia M.G."",""Block S.L."",""Rivers S.B."",""Dallas M.J."",""Bauder J."",""Adeyi B.A."",""Vesikari T."",""Heaton P.M."",""Boslego J.W.""}"
166779,Preferences and practices of Americans and their physicians in antihypertensive therapy,eng,,,,81,0,1/1/86,20-4 ST  - Preferences and practices of Americans and their physicians in antihypertensive therapy-,"{""H. E. CN  - PubMed DA  - Dec 31 DP  - NLM ET  - 1986/12/31 Cotugno"",""Jr. Gallup, G.""}"
720526,"Decision analysis for small, asymptomatic intracranial arteriovenous malformations",English,Neurosurgical Focus,Neurosurg,1092-0684,11,5,1/1/01,e7,"{""D. A. Gould"",""J. McInerney"",""R. E. Harbaugh"",""J. D. Birkmeyer""}"
513503,WhatsApp Messenger is useful and reproducible in the assessment of tibial plateau fractures: inter- and intra-observer agreement study.,eng,International journal of medical informatics,Int J Med Inform,1872-8243,84,2,1/15/02,141-8,"{""Felipe Serro de Souza"",""Ney Pecegueiro do Amaral"",""Carlos Henrique Mendes"",""Hilton Augusto Koch"",""Vincenzo Giordano"",""Andr Bergamin""}"
83012,Type I and II endometrial cancers: have they different risk factors?,eng,Journal of clinical oncology : official journal of the American Society of Clinical Oncology,J. Clin. Oncol.,1527-7755,31,20,10/13/07,2607-18,"{""Chu Chen"",""Brian L Strom"",""Susan E McCann"",""Harvey A Risch"",""Lingeng Lu"",""Fulvio Ricceri"",""Immaculata De Vivo"",""Amanda B Spurdle"",""Susan E Hankinson"",""Pamela J Thompson"",""Catherine Schairer"",""Herbert Yu"",""Radhai Rastogi"",""Jennifer Doherty"",""Carlotta Sacerdote"",""Laurence N Kolonel"",""Mia M Gaudet"",""Kim Robien"",""Marc T Goodman"",""Piet A van den Brandt"",""Robert A Soslow"",""Jolanta Lissowska"",""Anthony B Miller"",""Kirsten B Moysich"",""Montserrat Garcia-Closas"",""Silvia Polidoro"",""Linda S Cook"",""Kristin E Anderson"",""Rayna K Matsuno"",""Xiao-ou Shu"",""Penelope M Webb"",""Kerry S Courneya"",""Christine M Friedenreich"",""Jo L Freudenheim"",""Yong-Bing Xiang"",""Brian E Henderson"",""Galina Lurie"",""Leo J Schouten"",""Timothy R Rebbeck"",""Anthony M Magliocco"",""Malcolm C Pike"",""Leslie Bernstein"",""Hannah P Yang"",""[Collective Name] Australian National Endometrial Cancer Study Group"",""Sara H Olson"",""Pamela L Horn-Ross"",""Marjorie L McCullough"",""Hoda Anton-Culver"",""Noel S Weiss"",""James R Cerhan"",""Louise A Brinton"",""Alicja Wolk"",""Jennifer Prescott"",""Xiaolin Liang"",""Thomas E Rohan"",""Yikyung Park"",""Niclas Hkansson"",""Veronica Wendy Setiawan"",""James V Lacey"",""Hui Cai"",""Nicolas Wentzensen"",""Koen van de Vijver""}"
438681,Should psychiatrists use atypical antipsychotics to treat nonpsychotic anxiety?.,,,,,0,0,,,{NULL}
317155,Predictors of intention to adhere to physiotherapy among women with urinary incontinence.,,,,,0,0,,,{NULL}
